entry_time,exit_time,direction,entry,exit,sl,tp,lot,pnl,r_multiple,bars_held,exit_reason
2022-02-24 12:54:00,2022-02-24 13:08:00,SHORT,1923.0,1924.0,,,0.1,-14.5,0.0,16,REV
2022-02-24 13:08:00,2022-02-24 13:17:00,LONG,1924.0,1923.0,,,0.1,-14.5,0.0,12,REV
2022-02-24 13:17:00,2022-02-24 13:18:00,SHORT,1923.0,1924.0,,,0.1,-14.5,0.0,2,REV
2022-02-24 13:18:00,2022-02-24 13:20:00,LONG,1924.0,1923.5,,,0.1,-9.5,0.0,1,REV
2022-02-24 13:20:00,2022-02-24 13:21:00,SHORT,1923.5,1924.0,,,0.1,-9.5,0.0,1,REV
2022-02-24 13:21:00,2022-02-24 13:23:00,LONG,1924.0,1923.0,,,0.1,-14.5,0.0,4,REV
2022-02-24 13:23:00,2022-02-24 13:29:00,SHORT,1923.0,1924.5,,,0.1,-19.5,0.0,9,REV
2022-02-24 13:29:00,2022-02-24 13:37:00,LONG,1924.5,1923.0,,,0.1,-19.5,0.0,11,REV
2022-02-24 13:37:00,2022-02-24 13:45:00,SHORT,1923.0,1924.5,,,0.1,-19.5,0.0,13,REV
2022-02-24 13:45:00,2022-02-24 13:49:00,LONG,1924.5,1922.5,,,0.1,-24.5,0.0,8,REV
2022-02-24 13:49:00,2022-02-24 13:58:00,SHORT,1922.5,1920.5,,,0.1,15.5,0.0,20,REV
2022-02-24 13:58:00,2022-02-24 14:04:00,LONG,1920.5,1918.5,,,0.1,-24.5,0.0,8,REV
2022-02-24 14:04:00,2022-02-24 14:10:00,SHORT,1918.5,1911.0,,,0.1,70.5,0.0,39,REV
2022-02-24 14:10:00,2022-02-24 14:11:00,LONG,1911.0,1909.0,,,0.1,-24.5,0.0,6,REV
2022-02-24 14:11:00,2022-02-24 14:16:00,SHORT,1909.0,1906.5,,,0.1,20.5,0.0,25,REV
2022-02-24 14:16:00,2022-02-24 14:16:00,LONG,1906.5,1904.5,,,0.1,-24.5,0.0,4,REV
2022-02-24 14:16:00,2022-02-24 14:21:00,SHORT,1904.5,1898.5,,,0.1,55.5,0.0,36,REV
2022-02-24 14:21:00,2022-02-24 14:24:00,LONG,1898.5,1896.5,,,0.1,-24.5,0.0,6,REV
2022-02-24 14:24:00,2022-02-24 14:30:00,SHORT,1896.5,1889.5,,,0.1,65.5,0.0,34,REV
2022-02-24 14:30:00,2022-02-24 14:33:00,LONG,1889.5,1888.0,,,0.1,-19.5,0.0,11,REV
2022-02-24 14:33:00,2022-02-24 14:36:00,SHORT,1888.0,1887.0,,,0.1,5.5,0.0,16,REV
2022-02-24 14:36:00,2022-02-24 14:36:00,LONG,1887.0,1886.0,,,0.1,-14.5,0.0,2,REV
2022-02-24 14:36:00,2022-02-24 14:38:00,SHORT,1886.0,1882.0,,,0.1,35.5,0.0,24,REV
2022-02-24 14:38:00,2022-02-24 14:54:00,LONG,1882.0,1887.5,,,0.1,50.5,0.0,53,REV
2022-02-24 14:54:00,2022-02-24 14:57:00,SHORT,1887.5,1889.0,,,0.1,-19.5,0.0,13,REV
2022-02-24 14:57:00,2022-02-24 15:00:00,LONG,1889.0,1887.5,,,0.1,-19.5,0.0,9,REV
2022-02-24 15:00:00,2022-02-24 15:10:00,SHORT,1887.5,1884.0,,,0.1,30.5,0.0,35,REV
2022-02-24 15:10:00,2022-02-24 15:12:00,LONG,1884.0,1882.0,,,0.1,-24.5,0.0,4,REV
2022-02-24 15:12:00,2022-02-24 15:12:00,SHORT,1882.0,1883.0,,,0.1,-14.5,0.0,2,REV
2022-02-24 15:12:00,2022-02-24 15:34:00,LONG,1883.0,1892.0,,,0.1,85.5,0.0,54,REV
2022-02-24 15:34:00,2022-02-24 15:35:00,SHORT,1892.0,1894.0,,,0.1,-24.5,0.0,4,REV
